Subject_new,body_clean,topic_embed,topic_label,manual_label
July Governance Workshop,reminder rto governance workshop scheduled place tuesday july pm offices kema consulting win severs drive portland governance workshop june alan davis suggested helpful purposes determining appropriate approach governance rto review principles established respect governance western interconnection organization wio recent draft wio proposal includes general overview mission statement committee structure description description organization wio board directors membership classes entitled vote directors posted rto west web site going legal work group page clicking link working subgroup information clicking link bylaws articles rto tax status subgroup exact url address document  governance workshop john buechler new york iso agreed provide summary board member qualifications devised context various existing proposed isos received johns report couple weeks ago barney speckman case copy barneys email johns report attached attached tuesdays governance workshop propose address following topics appropriate number scope rto membership classes election members board trustees remember board proposed independent nonstakeholder body appropriate method selecting members rto technical advisory committee remember tac unlike rto board proposed stakeholder body appropriate qualifications requirements members board trustees consideration appropriate conflict standards members board trustees rto employees look forward seeing tuesday eric subject eric e freedman preston gates ellis llp fifth avenue suite seattle wa phone x direct fax email ericfprestongatescom confidentiality statement foregoing message contains information protected attorneyclient privilege message sent error use disclosure distribution contents prohibited received message error preston gates ellis llp number listed delete message copying thank messageid fbbfaolcom bmspeckmanaolcom nwrtopplmtcom frankafranjipgncom mpaaelawcom ambarnesbpagov slbaskervillebpagov sbermanhewncom dbrookhysernevpcom dougbrawleypngccom jbuchalmbllpcom pjburgerbpagov kcarlsondousbrgov xxchristensen eric sno pud elchristensensnopudcom jchristianlawsonlundellcom rclowardavistacorpcom kcongernrgxscom gdahlkepainehamblencom dunweiibmnet adavisstatemtus sdleonardearthlinknet mjdewolfbpagov michaelearlyearthlinknet cubteleportcom pfeldberglawsonlundellcom freedman eric sea ericfprestongatescom donfurmanpacificorpcom paulagreenciseattlewaus tgrimchbhcom mhainenroncom whannafordnwppcorg kharripugetcom dhowellpucstateidus stevehuhmansouthernenergycom gfhbpagov sjarskypnusbrgov paulkaufmanenroncom tkentpnusbrgov snkripalanistoelcom srlarsonbpagov bettywapagov xxlund arlan benton pud lundabentonpudorg mpmanionmtpowercom pdmichiebpagov sbmillarbpagov jpmaelawcom terrymmillcreeklawcom pmurphymbllpcom lnicholsbpagov douglasnicholspgncom willpattonciseattlewaus jimpiropgncom shellyrteleportcom rfrobertsbpagov rkrodewaldbpagov mschaffworldnetattnet georgeschreckpacificorpcom kyleppcpdxorg alekascottpngccom jgselbybpagov tshubasheagardnercom llskidmorebpagov bmspeckmanaolcom rbstrongpainehamblencom jillsughruepgncom jthompsonidahopowercom rvermeersavistacorpcom swaddingeuropacom stevenwenergyorg cwestadtsppccom kewhdynegycom ckwinterdesgtcom lwolvworldaccessnetcom mwoodstoelcom cindywrightciseattlewaus mthomasmtpowercom sawatsonbpagov cfitcauscom cc jboucherkemaconsultingcom dhackettkemaconsultingcom kristiwallissprintmailcom ekroghsevnet rtowestpacifiercom subject subject date fri jun mimeversion xmailer internet mail service contenttype multipartmixed boundarynextpartbfeefeacd legal work group attached ppt presentation prepared john buechler follow commitment governance workshop listed excerpt email john outlined respond request attached summary board qualifications topic asked prepare legal governance wg workshop taken slides nyiso pjm isone miso added desert star dennis presentation review bylaws added indego provisions erics presentation compared provisions entities attempted identify similarities differences pose number issues consideration nwrto wg relative board qualifications information reference included slides showing present board members existing isos let know suits purpose,0,Meeting Feedback,Meeting / Scheduling
NCPA BR IS BACK,hey guys long talk ncpa today set zpnp buyresale realtime basis doing profit split time paying mw instead basically enables shift mw path subject congestion ncpa grandfather rights path sweet strategy spnp spread path congested ncpas capacity mw recommend doing mw know opportunity currently using wesco especially doing mw remind ncpa way works ncpa ask capacity path tell want schedule br hour caps sell ncpa zp buy ncpa np buy sp zp sale just shift load sp zp enter epmi calpool pge ncpas sc passing phase ncpas tel pge tel guys questions just ask geir,0,Meeting Feedback,Meeting / Scheduling
El Paso Statement on California Situation,case havent seen el paso addresses california energy situation february houston feb prnewswire el paso corporation nyse epg reaffirmed today continuing commitment work parties involved help improve californias energy situation surprised continuing misinformation media concerning el pasos involvement california said norma dunn senior vice president corporate communications external affairs el paso corporation like opportunity clarify record significant increase electricity demand time available power supplies short caused sharp climb price power turn increased price natural gas used generate electricity high natural gas prices effect cause power shortage allegations natural gas prices deliberately manipulated withholding capacity el paso natural gas pipeline overlook critical facts demonstrably untrue possible holder capacity el paso natural gas pipeline cause significant increase california gas prices refusing use capacity el paso natural gas pipeline required law post availability unused capacity public bulletin board obligated sell capacity published tariff rate just reasonable federal energy regulatory commission capacity held el paso merchant energy el paso natural gas pipeline used available use serve california western markets allegations conspiracy limit new interstate pipeline capacity california absolutely refuted facts challenge facts new pipelines considered s built viable projects lacked sufficient customer support justify construction example despite years marketing efforts tenneco single potential customer induced make sort binding commitment required proposed altamont project proceed reason ultimately dropped according estimates billion cubic feet day bcfd excess natural gas transportation capacity existing interstate pipelines serving california misplaced reliance continuing availability excess capacity prompted california public utilities commission encourage pge socal edison socal gas beginning continuing relinquish bcfd firm transportation capacity el paso natural gas pipeline processes way assess present demand support new interstate pipeline capacity california el paso intends help satisfy needs established today recently year periods significant quantities unused capacity available el paso natural gas pipeline necessary meet demands time notwithstanding availability capacity used shippers california state natural gas storage facilities future use california taken advantage opportunity store volumes natural gas stored reliance spot market reduced steep rise prices california border substantially mitigated avoided widely recognized california energy crisis caused inability supply power available california pace states economy increased demand combination factors caused sharp increase power prices construction new power plants california slow difficult heavily regulated process result growing demand far outstripped instate generating capabilities second unfavorable precipitation increased outofstate demand caused hydroelectric power normally relied california unavailable increased demand power western united states drove prices california pay outofstate generators fourth state policies deregulated wholesale power prices capped rates paid consumers leaving demand unrestrained preventing utilities recovering costs fifth rate caps prevented utilities passing increased costs consumers utilities creditworthiness impaired causing supplemental power needed peak periods difficult expensive purchase sixth early greaterthannormal use peaking unitsplants designed operate peak demand conditionsnecessitated unscheduled maintenance rendering unavailable critical times seventh final months power plants forced shut increased usage exhausted air emissions credits eighth warm summer followed early onset cold weather drove demand power finally increased power costs california substantially mitigated longterm power contracts reliance volatile shortterm power market california currently difficult position opportunity refine regulatory model craft longterm energy policy said dunn el paso largest suppliers energy california years actively participating parties california longterm stable solution californias energy needs el paso corporation largest broadly based natural gas company world spans energy value chain wellhead electron enterprise value excess billion el paso leader phase natural gas industry company owns operates significant portion north american natural gas delivery grid operates fastest growing sophisticated energy merchant group nations largest natural gas producer el paso leader risk management techniques focused maximizing shareholder value transforming existing markets speeding development new markets visit el paso  cautionary statement regarding forwardlooking statements release includes forwardlooking statements projections reliance safe harbor provisions private securities litigation reform act company reasonable effort ensure information assumptions statements projections based current reasonable complete variety factors cause actual results differ materially projections anticipated results expectations expressed release company makes statements projections good faith company management guarantee anticipated future results achieved reference companys affiliates securities exchange commission filings additional important factors affect actual results bob brooks gpcm natural gas market forecasting ,0,Meeting Feedback,Meeting / Scheduling
WPS Guaranty,russell look guaranty recollection termination provisions did make clear guaranty remain place respect obligations arose termination date respect transactions entered prior termination date taht concept needs addressed carol russell diamond susan flynnhouectect cc carol st clairhouectect subject wps guaranty susan carol reviewed response credit person wps looked guaranty receive respect paragraph refers know particular sufficient satisfies request requested language stills needs inserted advise russell forwarded russell diamondhouect davis michael mdaviswpsenergycom pm russell diamond russelldiamondenroncom cc subject wps guaranty russell language guaranty acknowledges guarantees payment wps esi obligations liabilities terms agreements request restates defined agreed dont understand needs stated original message russell diamond sent wednesday june pm mdaviswpsenergycom cc susan flynn subject wps guaranty michael pursuant isda looking place paragraph needs added guaranty provided wps resources order ensure obligations covered guaranty renewed guarantor acknowledges agrees guaranty terminates date certain pursuant termination provision set forth shall liable guaranty obligations liabilities wps energy services respect agreements defined guaranty entered prior effective date termination questions thank russell,0,Meeting Feedback,Finance / Budget
PLEASE READ RESPOND,dear colleagues numerous occasions past year enron government affairs ega suppor t provided commercial groups resulted substantial increases project economics enhanced overall value deals regulatory risk analytics group tasked help quantify egas portion th value added past year budgetary reasons critical ega member participate exercise document hisher share significant value added contact gia maisashvili john neslage discuss methodology determining egas value added soon possible contact information gia joh n dead line effort friday september st thank cooperation,0,Meeting Feedback,Finance / Budget
Susan Scotts expense report,forgot cc df forwarded drew fossumetsenron pm drew fossum pm expense reportgpgfinenronenron cc subject susan scotts expense report ok df forwarded drew fossumetsenron pm denise lagesse drew fossumetsenronenron cc susan scottetsenronenron subject susan scotts expense report approve susans attached expense report forward accounting cc,0,Meeting Feedback,Report / Summary
All Employee Meeting Star Wars exhibit Hyatt Exhibit Hall,calendar entry appointment description employee meeting star wars exhibit hyatt exhibit hall date time pm pm central standard time chairperson outlook migration team detailed description,0,Meeting Feedback,Meeting / Scheduling
FW EGM Charges for Avistar,hello vince did speak paige cox concerning price sounds correct period information needed paige ext,0,Meeting Feedback,Finance / Budget
ClickAtHome Pilot Information,thank overwhelming response participate clickathomes second pilot signed excited pilot look forward testing process services giving feedback order eligible pilot read agree pilot participant agreement respond clickathomepilotenroncom email box following statement accept terms conditions pilot participant agreement pilot agreement attached received acceptance eligible confirmed pilot confirmed pilot receive email week november th access ordering website point website accessible employees great options program computers peripherals internet connectivity personal selections determine outofpocket expense know interested details primary pilot objectives test communication website like review details outofpocket costs pilot website available agreeing pilot participants agreement reviewing materials website choose defer ordering employee rollout early wish,0,Meeting Feedback,Finance / Budget
Dinner with Your Training Colleague,ehud november bad day shall san antonio annual management conference practically everybody counts enron response louise shall catch tomorrow person vince ehud ronn eronnmailutexasedu vincejkaminskienroncom cc subject dinner training colleague vince good morning conversation thereon austin visit writing time inquire schedule circa pm dinner wed include participation enron training arm colleague discuss ut partcipation enron training activities forthcoming spring conference best ehud ehud ronn jack s josey professor energy studies department finance mccombs school business university texas austin austin tx voice fax internet eronnmailutexasedu,0,Meeting Feedback,Meeting / Scheduling
JOE IS A DEER HUNTING SUPERSTAR, actual link wonder didnt picture original message brian constantine sent monday pm erik wollam parks joe chetfennerbmccom knipemsncom cmccombaustinmccombcom kmccombaustinmccombcom subject joe deer hunting superstar gentlemen access   witness photographic skills joes obvious hunting skills picture joes point proudly displayed michaels website methinks using joes deer photographical skills shameless plug michaels expanding outfitting monopolyshould grant hunter photographer certain royalties normally associated sort unlicensed usage form media basically need price break use picture pretty cool seeing photo displayed website piggy,0,Meeting Feedback,Meeting / Scheduling
Enron Geographic Services Brown Bag,hello just wanted moment time invite ews brown bag hosting thursday october th c performed work majority directly indirectly really appreciate support really enjoy opportunity update doing greatly enhanced capabilities increased quality product invested great deal upgrades gis software geographic datasets purchased large plotter hired map guy currently working projects enron collecting enron commodityrelated geographic data developing mapbased applications beneficial groups giving demos applications like present current status discuss support provide business level try attend thursday spread word realize value geographic information services,0,Meeting Feedback,HR / Personal
Resume of a former FX trader,john like beauty eye beholder experience people unconventional backgrounds offer vince john j lavoratoenron vince j kaminskihouectect cc subject resume fx trader bizarre resume ive seen long time,0,Meeting Feedback,HR / Personal
Enerfax Gas Oil LiquidsDerivatives prices info text Crude Oil Futures Rise as US Urges Tighter Controls on Iraq,enerfax gold north americas free gas oil liquids derivatives information source tuesday november visit website  petroleum prices bonny light brent butane fuel oil louisiana medit propane nontet propane wettet w tx int cush w tx sour euro equiv todays petro bulletins frontier oil appoints william miller vp planning development diamondkoch iii lp signs letter intent sell propylene splitters enterprise products partners bp standardizes tibco software manage business processes global energy trading businesses enbridge acquire spanish refined products transportation storage business c million construction mexicos privately owned ethylene complex hinges availability feedstock driwefa predicts brief downturn recovery oil prices likely scenario retail gasoline prices lowest july week dow chemical pins hopes software cut costs sasol gas tractebel sign memoranda understanding energymarks offering depth breadth transactional data uniquely positioned create leading market indicators fastdeveloping competition north american gas power markets available fame energy onestop shopping energy software analytics data management solutions  details nymex ny harbor heating oil month high low change dec jan feb mar apr jun jul aug sep nymex crude oil futures barrel month open high low change dec jan feb mar apr jun jul aug sep crude oil futures rise urges tighter controls iraq crude oil rose yesterday renewed efforts force iraq allow weapons inspections raising concern opecs thbiggest oil producer temporarily halt shipments retaliation president bush said war afghanistan beginning fight terrorism urged iraq accept change trade sanctions tighten control weapons supply prompt iraq refuse renew month oil forfood program expires friday crude oil january delivery rose barrel afterhours nymex electronic trading oil prices dropped past months economic slowdown reduced demand london brent crude oil ipe fell cents yesterday barrel opecs failure persuade russia agree bigger production cuts power traders like tools wouldnt nice makes money profit timetradetm power analysts like wouldnt great acupower trader analyst consoles free trial  nymex henry hub natural gas futures month strip month strip month high low close change dec jan feb mar apr jun jul aug sep oct nov energy releases opt email times response regular mail costs postage press news releases sent energy professionals information write energyreleasesyahoocom world energy security commerce forum representatives worlds leading energy companies policy makers industry experts gather january washington dc world energy security commerce forum  discuss new realities facing executives responsible securing energy assets transporting market balancing changing political climates led lawrence eagleburger secretary state cias special unit counterterrorism distinguished panel experts delegates costs threats energy industry tackle war terrorism continues face global economic slowdown real energy risk management kwi todays fast moving energy markets need able manage risk real time means knowing hit risk problem late prevent big losses spreading right enterprise kwtm multicommodity integrated office software monitor profit risktm counterparty risk marktomarket real time alert risk real time kwi  americas europe asia pacific ipebrent crude futures barrel month high low sett chg jan feb mar apr jun jul aug sep oct nymexmont belvieu propane gas futures gallon month high low change dec jan feb mar apr jun jul aug sep energy job listings actively looking job want explore opportunities energy industry  energyjobscom job hunting easy convenient confidential conduct search participate job match feature accurately matches qualifications experience requirements new job appears sends email notification best membership free register member simply  ipe ara gas oil futures tonne month high low sett change dec jan feb mar apr jun jul aug sep ny harbor unleaded gas futures month high low change dec jan feb mar apr jun jul aug sep energy energyr feas complete suite energy products built future manage energy risks build price deals value physical assets generation storage report reduce energy risks fea financial engineering associates  main phone number email address infofeacom physical gas prices gulfeastern region agua dulce anr se carthage tg chicago citygate columbia gulf onshore dominion south point henry hub houston ship channel katy hub ngpl la pool ngpl midcontinent ngpl stx ngpl txok nng demarc niagara sonat tier tco ipp pool tetco ela tetco m tetco stx tgp zone tgp zone leg tgt zone sl new york citygate transco station transco zone ny trunk ela western region california border el paso keystone el paso san juanblanco waha hub canadianrockies region novaaeco cgig dawn hubunion northwest stanfield wyoming pool opalkern river pgtmalin sumas flow date energy seminars announces key seminar offerings november november houston petroleum products hedging november las vegas power techniques power purchasing december houston fasb accounting derivative instruments hedging activities shop fully fasb compliant attendees receive work page guide fasb statement o hours cpe credit register online  registrar gina patrick phone fax dolphin gas project moving ahead qatar abu dhabi expected sign billion agreement intergulf dolphin natural gas project week bureaucracy redtape delayed final signing development production sharing agreement dpsa allow project sponsor dolphin energy produce bcf day north field block transport subsea pipeline abu dhabi initially nd phase increase production bcf day del spend billion drill wells build production platform treatment facilities provide additional billion construction km undersea pipeline qatar taweelah abu dhabi qatar condensate sulfur ngl lpg extracted wet gas charge mmbtu dry gas exported del delivery gas taweelah expected years del expected appoint financial adviser project soon select partner replace enron pulled project stateowned uae offsets group holds stake del asked exxon mobil bp royal dutchshell conoco occidental submit bids stake project previously held enron selected firm charge building operation subsea pipeline frances totalfinaelf holds share oversee upstream section project natural gas options closing days implied atm month price left volatility dec heating oil options closing days implied atm month price left volatility dec unleaded gas options closing days implied atm month price left volatility dec angolan lng plant delayed proposed billion liquid natural gas plant angola delayed year merger chevron texaco possible addition new partners project texaco launched project years ago scheduled plant opening likely chevrontexaco state oil company sonangol expects announce project partners entering engineering design phase months partners expected bp totalfinaelf exxonmobil operate offshore blocks northeast capital luanda lng plant built refinery site operated totalfinaelf northern luanda site capacity trains refinery million tonne year lng plant save sharing water security services chevrontexaco produces bpd angolas total bpd output merger approved month companies mapping new companies projects clear priority given project angola expected grant approval quickly concerns properly using gas reserves eliminating flaring gas marketed europe americas face tough competition countries nigeria leads angola subsahara oil production deregulation texas power markets early impact rules entry definitive report texas power marketplace fullcolor report contains complete review senate detailed analysis economics pitfalls potential opportunities market statistics competitive information reference contact information graphs tables charts quick grasp texas marketplace order report online skipping stones knowledge mall  fbi warns possible pipeline attacks fbi warned oil natural gas companies osama bin laden called attack natural gas facilities captured killed federal investigators received report undetermined reliability natural gas supplies targeted energy companies increased security pipelines refineries nuclear power plants facilities energy sponsor official sponsor enerfax publications unique opportunity limited special company organization information write sponsorenerfaxcom possible law suits threaten opec production cut oil companies like venezuelas pdvsa mexicos pemex norways statoil russias lukoil join opec cutting exports order lift oil prices target lawsuits airlines price fixing proposed cut exports judged illegal conspiracy antitrust statutes direct purchasers sue treble damages citgo target sells jet fuel directly airlines rumored airlines considering legal action action certainly threat opecs plans cut million bpd raise sagging prices deal hinges cooperation nonopec producers private companies exposure legal action greater opec states claim exemption antitrust laws sovereign nations private lawsuits prevent accused oil firms operating capital markets acquiring assets baker hughes rig counts number rigs searching oil natural gas fell week according baker hughes year ago number rigs exploring canada compared year number gulf mexico unchanged compared year ago number rigs searching land number offshore rigs steady inland rigs total north american rig count dropped compared year ago number rigs searching oil fell number searching natural gas dipped financial summary tse points crb index lost points dollar dropped points dow advanced points sp added points nasdaq increased points january nymex crude oil lost canadianus exchange rose welcome advertisers visiting websites       enerfax gold north americas gas oil liquids derivatives information source sent free charge enerfax gold copied redistributed entirety interested energy professionals send email addresses energy professionals like added enerfax golds growing distribution list thousands energy professionals canada subscribegoldenerfaxcom information contained obtained sources enerfax gold believes reliable does guarantee accuracy support advertisers greatly appreciated enerfax gold free thank comments welcome information advertising write advertisingenerfaxcom use yahoo groups subject ,0,Meeting Feedback,Meeting / Scheduling
Greetings,hey havent read try today original message juan carlos perez bofill jcperezvhlprcomenron sent thursday smith matt subject greetings matt long time hear hope youre doing fine new company sorry bother issue know leo sommaripa contacted ill brief point trying save copy database cdr client reference issues come programming intention client database cd able access features need copy unto hard drive possibly modify data saving unto cd makes database readonly theres problem keeping data disk intact working disclaimer paste database problem making readonly file commands disabled specifically buttons review form access compliance operations equipment staffing forms available readonly format ventured programming codes commands following string buttons docmddomenuitem acformbar acrecordsmenu acsaverecord acmenuver temporarily deleted line programming codes far problems accessing levels database cd know exactly string does database safer alternative possible know string critical process answered right bat id appreciate realize priority anymore consume extended period time let know continue seraching channels guess wasnt brief appreciate time effort emailed make arrangements whatevers better jcp juan carlos prez bofill environmental engineer vincenty heres lauria po box san juan pr fax,0,Meeting Feedback,Meeting / Scheduling
FW Chairman Keeses presentation,forwarded jeff dasovichnaenron pm julia wright jwrightskwcom pm marilyn hawes marilynceertorg kelly boyd kellyboydasmcagov karen edson email kedsonnsnet julee malinowskiball email jmballnsnet joseph alamo jalamoenroncom john white email vjwcleanpowerorg john rozsa email johnrozsasencagov john redding johnreddinggenegecom john larrea email johnglarreawilliamscom john fistolera johnfncpacom john fielder email moravekjscecom john fielder email fieldejrscecom john bridges email bridgesjepenergycom joe ronan joercalpinecom joe lyons email josephlyonsasmcagov jim groninger email gronijntexacocom jerry jordan email jordancmuaorg jeff dasovich email jdasovicenroncom jeannie cain email jeannecaincalchambercom jan smutnyjones email smutnyiepacom james d boyd email jimresourcescagov jack stewart email jstewartcmtanet jack gualco jacksongualcogualcogroupcom jack flanigan email jackflaniganflaniganlawcom greg hardy email hardygltexacocom grace davis graceidavisintelcom gordon mcdonald gordonmcdonaldpacificorpcom gary schoonyan schoonglscecom gary heath email gheatheobcagov evelyn elsesser email ekeaelawcom eloy garcia email egarciakapowcom ed yates email edclfpcom doug fernley fernleydougepenergycom dorothy rothrock email drothrockcmtanet dominic dimare dominicdimarecalchambercom derek naten dereknatenrochecom denny samuel email dsamchevroncom dennis price email pricedepenergycom denice cazalet dcazaletapxcom delbert fore email foredelbertepenergycom delaney hunter email dhuntersmithandkemptoncom dan carroll email dcarrolldbsrcom craig brown email browncepenergycom cindy howell chowellsempracom charles bacchi charlesbacchiasmcagov catherine hackney email hacknecescecom carolyn mcintyre email cmcintyresempracom brian kelly email briankellysencagov bob houston email houstgrppacbellnet bob foster email fosterrgscecom keese email wkeeseenergystatecaus dombrowski email cracalretailerscom booth email wboothboothlawcom becky kilbourne email bakilbournecalpxcom barbara barkovich email brbarkovichearthlinknet audra hartmann email athcpuccagov art carter email debinortonaolcom anna ferrera email annaferrerasencagov ann cohn email cohnapscecom allan lippincott email alippinmailarcocom aaron thomas email athomasnewenergycom cc karen jarrell email kjarrellsmurfitcom karen koyano kykoyanocalpxcom karen lindh karenklindhcom karen mills email kmillscfbfcom kari harteloo klcaelawcom kassandra gough email kgoughcalpinecom kathy brandenburg katherinebrandenburgflaniganlawcom katie kaplan kaplaniepacom kay grosulak kgrosulaksppccom keith mccrea email kmccreasablawcom kent g smith email ksmithenergystatecaus kent palmerton kentpalmertonwilliamscom kevin lynch email dianeglennpacificorpcom kevin lynch email kevinlynchpacificorpcom kevin smith email kevinsncpacom kip lipper email kiplippersencagov lawrence lingbloom email lawrencelingbloomsencagov lenny goldberg email lgamothercom louis szablya email szablyalepenergycom marc joseph email mdjosephadamsbroadwellcom mark smith markjsmithfplcom marwan masri email mmasrienergystatecaus michael alcantar email mpaaelawcom michael florio email mflorioturnorg mike kahl email mikahlkapowcom mona petrochko mpetrochenroncom pete conaty email pcaceopacbellnet peter bray email pbraynewpowercom phil nails email philnailsasmcagov phil stohr email pstohrdbsrcom ralph cavanagh email rcavanaghnrdcorg randy chinn randychinnsencagov ray thompson email raythompsonsencagov richard costigan iii esq email richardcostiganasmcagov richard counihan email counihangreenmountaincom richard mesereau email richardmesereauimcasmcagov robert berry berryapxcom robin larson email rlarsoncalsocom scott tomashefsky email stomasheenergystatecaus sheryl carter email scarternrdcorg steve ponder email steveponderfplcom steven m pike email pikesepenergycom stu wilson email swilsoncmuaorg sue mara email smaraenroncom susan reeder sreedersppccom terry winter email twintercalsocom tim schmelzer tschmelzenergystatecaus tommy ross email rosstscecom tony braun brauncmuaorg victoria schaefer schaefvlscecom subject fw chairman keeses presentation attached presentation todays cesg meeting julia b wright executive assistant smith kempton watts ninth street suite sacramento ca fax jwrightskwcom cec presentation notesppt,0,Meeting Feedback,Meeting / Scheduling
Court Gives Green Light to Green Generator To Suspend Edison Contract Sell Electricity Elsewhere,court gives green light green generator suspend edison contract sell electricity business wire p copyright business wire el centro califbusiness wiremarch california court ruled today geothermal energy supplier imperial valley temporarily sell electricity open market despite longterm contracts southern california edison edison breached contract failing pay output nov cal energy operating corp operates complex geothermal plants near salton sea plants filed suit feb imperial county superior court seeking payment edison authorization suspend contracts edison sell power california time edison unable pay power demand david l sokol chairman cal energy said applaud shortterm solution provide revenue lifeline clean renewable power flowing californians unfortunate took court action provide relief intolerable situation sokol noted ruling did assure plants collect approximately million edison owes power produced nov geothermal plants continue pursue legal legislative remedies receive payment said debt continue place great strain operation added edison continued collect tens millions daily ratepayers amassed approximately billion cash open market geothermal plants able receive spot market higher prices renewable generators agreed accept negotiations state edison pge lower price incorporated senate x stalled state legislature edison withdrew support effectively incorporated california public utility commissions proposed order california taxpayers pay difference state buying electricity open market behalf edison pge unfortunate taxpayers paying electricity sokol said result inaction state bad faith edison negotiated blessing knowledge governor legislature arrive longterm pricing assure reliable supply save taxpayers billions pricing clean renewable energy state paying outofstate fossilfuel energy providers longterm contracts half allowed federal law sokol added encouraged governors march announcement proposing legislation action california public utility commission require edison pge begin paying current bills electricity received qualifying facilities calenergy sokol cautioned hopeful legislative regulatory action forward quickly details worked governors proposal quick action question edison willing pay current bills qualifying facilities noted like todays court ruling governors proposal provides plan schedule require edison pay approximately million edison owes power calenergy delivered date calenergys geothermal complex employs workers produces total megawatts supply homes geothermal plants generation renewable sources provide percent californias electricity million homes geothermal plants produce environmentally friendly electricity wells tap superheated water feet underground magma rising fissures earths crust heats water degrees fahrenheit generating plants convert water live steam pressure turns turbines produce electricity plants return slightly cooled water subterranean reservoir reheating renewable resource calenergy members renewable energy creditors committee group green power suppliers formed committee feb explore options collect payments edison group owed million edison note editors david sokol discuss todays ruling media teleconference pm pst today march enter code identify calenergy conference,0,Meeting Feedback,Meeting / Scheduling
ANSIXQEnronBusinessEXTREMEENRON ANSIXQDeadlineExtendedto,getting great stories weve extended deadline yo ur enron business extreme enron entries wednesday march idea talking read enron employees famous taking risks ingrained characteristic naturalborn adrenaline junkies think want idea good vacation training ecochallenge driving monster trucks assisting archeological digs siberia tell abou t know employee unusual pastime like missionary work congo chasing tornadoes filming sharks want know send entries email sarahpalmerenroncom fax mail sarah palmer enron public relations ebd houston texas choose favorite extreme stories publish issu e enron business dont forget check current issue newly designed  m,0,Meeting Feedback,HR / Personal
aj collins versus houston pipeline,lets make sure durango going say inclined bluff proceed trial lets steve schneider say bonnie whiteenron pm richard b sandershouectect cc lisa robichauxcorpenronenron eileen kislukcorpenronenron subject aj collins versus houston pipeline richard forwarding email received today durango petroleum collins matter hardin county spoke company president today believes exposure like settle matter believe cost hire counsel defend told did believe hpl inclined pay settle case pass request concerned statement letter having given hpl notice year ago remove pipevalve asked correspondence evidence check lisa robichaux determine right way group file placing notice longer right land received notice ignored want consider contributing settlement evidence attempt prove intentional trespass believe collins difficult time proving actual damages need cautious getting situation durangoip petroleum end helping collins prove case eileen kisluk working matter absence weeks just received notice case set trial august plaintiff discovery setting trial sent requests disclosure interrogatoriesrequests production notice trial setting lisa robichaux work john towles right way gather information intend send notice deposition collins week return july meantime agree intend file motion continuance durango like collins did notice request trial setting weddinghoneymoon prepared forward event granted office approximately noon tomorrow questions,0,Meeting Feedback,Finance / Budget
Antiarena TV campaign,flash hotze just bought tv looks like k total week certain tell complete buy isnt public file spot run news letterman consider response spot good tracking polls follow putting archer thursday ahead schedule counter advise,0,Meeting Feedback,Meeting / Scheduling
Campaign Leadership Call Another Change,make note new schedule campaign leadership place mondays thursdays pm cdt scheduled thursday april dont hesitate questions gngr forwarded ginger dernehlnaenron pm ginger dernehl pm mark palmercorpenronenron james d steffesnaenronenron janel guerrerocorpenronenron paul kaufmanpdxectect jeff dasovichnaenronenron howard fromernaenronenron joe hartsoecorpenronenron linda robertsonnaenronenron richard shapironaenronenron susan m landwehrnaenronenron daniel allegrettinaenronenron cc cindy derecskeycorpenronenron marcia lintonnaenronenron linda j noskehouectect lysa akinpdxectect joseph alamonaenronenron bernadette hawkinscorpenronenron lora sullivancorpenronenron ginger dernehlnaenronenron terri millernaenronenron subject change time campaign leadership make note change time campaign leadership beginning tuesday march place daily pm cst instead cst dial number location remain,0,Meeting Feedback,Meeting / Scheduling
